Type,Word,wiki_cat,dot_obj,RP Class,Sentence,Annotator1,Annotator2,is_consistent
GPE,瑞典,human-geographic territorial entity,location*organization,organization,窮、<瑞典>還被爆出當局隱瞞難民集中的社區的爆炸、槍擊案,organization,organization,True
GPE,新北,human-geographic territorial entity,location*organization,location,板橋人平常也不會說自己是<新北>人一樣 甚至住新北比較好區的,location,location,True
ORG,中華電信,business,producer*product*location,product,<中華電信>在下載速度體驗方面再次贏得競爭對手，自2018年7月報告以來他們連續所獲得,product,product,True
ORG,護家盟,organization,organization*location*human,organization,不管有沒有積極處理 都無法阻止<護家盟>等安定力量搞公,organization,organization,True
ORG,中國國民黨,political party,organization*human,organization,大陸”這種非經科學驗證的邏輯，也認為<中國國民黨>與民進黨都視中共為罪魁禍首的邏輯並,organization,organization,True
ORG,中國國民黨,political party,organization*human,organization,表示，如果<中國國民黨>要派一個高知名度、能言善戰的人選與陳其邁一博勝負，他推薦柯志,organization,organization,True
ORG,中研院,educational institution,organization*location*human,organization,那蠻猛的 <中研院>8日才宣布成功合成能辨識武漢肺炎病毒的,organization,organization,True
ORG,特斯拉,business,producer*product*location,producer,台灣<特斯拉>不就是美國那個特斯拉嗎,producer,producer,True
ORG,慈濟,organization,organization*location*human,organization,只能說<慈濟>這次送醫療物資過去好死不死遇,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,此外，<AIT>也在15日公開宣布將強化與台灣在武漢肺炎防治上的合作。外交官員表示，主,organization,organization,True
ORG,德國之聲,mass media,organization*information*physical*human,organization,漸專制的社會。北京一位年輕人對<德國之聲>記者說：「我百分之百確定共產黨幹部沒有報,organization,organization,True
GPE,泰國,human-geographic territorial entity,location*organization,location,總統令10日公布，駐<泰國>代表童振源返國轉任僑務委員會委員長，而環保署前署長李應元,location,location,True
ORG,台大,university,organization*location*human,organization,一個過度自傲的老頭在那自以為業界良心 難怪在<台大>被排擠,organization,organization,True
WORK_OF_ART,金馬獎,award,physical*event*human,physical,舒淇至少有得過<金馬獎>跟香港影后才洗白，,physical,physical,True
ORG,星巴克,business,producer*product*location,producer,你懂什麼<星巴克>降價還是星巴克嗎,producer,product,False
ORG,中山大學,university,organization*location*human,organization,靠 那以後不就一家中山醫學大學醫學系 跟 <中山大學>,organization,organization,True
ORG,臺大,university,organization*location*human,X,<臺大>啊 還有畢業校友陳屍校園至今未破案,?,organization,False
ORG,護家盟,organization,organization*location*human,X,我覺得樓樓上的論點也可以套用給<護家盟>用,?,dot,False
GPE,紐西蘭,human-geographic territorial entity,location*organization,organization,據《BBC》報導，因為疫情拉警報的關係，奧克蘭12日起進入3天的封鎖狀態，未料紐西蘭今天就通報新增14例確診，當中13人都跟先前的家庭群聚感染有關係，另外1人為境外移入，在11日家庭群聚感染出現之前，<紐西蘭>維持了102天無本土案例的紀錄。,organization,organization,True
ORG,哈佛大學,university,organization*location*human,organization,<哈佛大學>幹細胞與再生生物學副教授、哈佛幹細胞機構（Harvard Stem Cell Institute,organization,organization,True
ORG,台積,business,producer*product*location,producer,前幾天intel這死對手下單給<台積>就知道今天穩漲的啊,producer,producer,True
ORG,華為,business,producer*product*location,producer,因此由中國電信、中國聯通、<華為>及中國工信部提出全新網路架構，不僅可讓IP位址長度,producer,producer,True
PRODUCT,安卓,business,producer*product*location,product,"<安卓>用一兩年速度變超慢也是有目共睹的狀況...電池容量根本不是重點,",product,product,True
ORG,政大,university,organization*location*human,organization,<政大>教授劉宏恩痛批市府漠視人權。劉宏恩表示，這麼多年來，有好幾千位政大師生都可,organization,organization,True
PRODUCT,TikTok,business,producer*product*location,X,WeChat或者<TikTok>，「結論就是中國創造出比美國更開放的媒體環境，這對美國一向標榜,product,?,False
GPE,泰國,human-geographic territorial entity,location*organization,organization,<泰國>政府原先準備在去年底對訪泰的外國旅客開徵旅遊稅，每人不超過100泰銖。但由於去年泰銖強勢升值，已對觀光業造成影響，泰國政府決定去年不徵收旅遊稅。,organization,organization,True
GPE,台南,human-geographic territorial entity,location*organization,location,「我真的太生氣了！」<台南>一名黃姓女網友PO文表示，她去全聯時發現芒果爺爺背後都是水果殘渣，詢問之下才得知，原來對方在市場販售芒果時，好心送1顆芒果卻被攻擊、搶劫，才會全身都是水果渣，「爺爺拿出剛剛他被砸的時候戴的帽子，我看到真的很鼻酸，全部沾滿芒果渣！到底砸的多用力，而且直攻頭部！爺爺至少85歲以上有，可能都90幾歲了，老人能這樣被欺負嗎！」,location,location,True
ORG,衛報,mass media,organization*information*physical*human,X,一開始進入教育中心使用電擊裝置時，戈德堡每天平均接受 17次電擊。2011年《<衛報>》,?,information,False
ORG,中華郵政,business,producer*product*location,producer,蘇貞昌大動作清洗公股銀行，過不久又藉PChome事件拔掉了親賴的<中華郵政>董坐跟總經理，,producer,producer,True
GPE,新北,human-geographic territorial entity,location*organization,organization,<新北>市長侯友宜受訪表示，原本中央來的居家檢疫關懷對象資料不是很完整，包括登記的,organization,organization,True
ORG,長榮,business,producer*product*location,producer,是說去年一直喊過勞的華航機師和<長榮>空姐，,producer,producer,True
GPE,台南市,human-geographic territorial entity,location*organization,location,內容為我在<台南市>造訪過的各家美式餐廳，,location,location,True
ORG,中山大學,university,organization*location*human,organization,陳嘉行不客氣反嗆：「所以之前紅霉及國民黨人士在抹黑我靠酬庸讀<中山大學>，可能是因,organization,organization,True
ORG,慈濟,organization,organization*location*human,organization,<慈濟>卻無視佛經正典中大地之母是堅牢地神、帶髮優婆夷樣貌的事實，背離佛典另說,organization,organization,True
WORK_OF_ART,金馬獎,award,physical*event*human,event,好   (<金馬獎>導演:希望我們的國家可以被當成一個真正獨立的個體來看待),physical,event,False
GPE,荷蘭,human-geographic territorial entity,location*organization,dot,為此，中美兩國駐<荷蘭>大使近日密集展開輿論攻防戰。中共駐荷蘭大使徐宏本月10日接受,dot,location,False
GPE,瑞典,human-geographic territorial entity,location*organization,organization,家，可是後來英國轉彎但<瑞典>很有實驗,organization,organization,True
WORK_OF_ART,毛語錄,work of art,information*physical,information,不過譚德賽可能是故意的，那些被中共滲透的非洲國家黑人很多是讀<毛語錄>的，,information,information,True
PRODUCT,TikTok,business,producer*product*location,product,此前已與字節跳動接觸斡旋的微軟於上周加緊腳步，洽談接手<TikTok>在北美、紐西蘭和澳洲的經營權，成為最有望拿下交易的美國公司。雙方預計在接下來3周內完成細節談判，若協議順利，微軟必須履行先前對美國政府的承諾，在一年內將TikTok的工程和後端代碼全數移至美國，這些原先大多數都儲存在字節跳動的中國總部。另外，也會給予包括財政部在內的政府一筆分紅。,product,product,True
ORG,高鐵,business,producer*product*location,producer,<高鐵>只剩下表明罷韓且住高雄的學生才能搭了?可悲,producer,product,False
ORG,護家盟,organization,organization*location*human,human,當時，你們不是也在罵!? 妳們說<護家盟>之流提出的公投議案，題目模糊不清，到底是挺,human,human,True
ORG,蘋果,business,producer*product*location,producer,消息人士透露，此案被<蘋果>與台灣相關單位列為高度機密，蘋果並跨海派出跨部門研發人,producer,producer,True
ORG,大潤發,business,producer*product*location,location,地區購屋民眾偏好廣豐新天地週邊住宅、<大潤發>商圈及三鄰重劃區一帶、東勇重劃區及思,location,location,True
ORG,清大,university,organization*location*human,organization,一個還在<清大>讀研究所昨天才跟我抱怨很累 而第4名的,organization,organization,True
ORG,吉野家,business,producer*product*location,product,個人是習慣吃<吉野家>但分店品質差異真的太大惹..,product,dot,False
ORG,台積,business,producer*product*location,producer,你看一下這幾個月<台積>營收就知道生意多好,producer,producer,True
GPE,東京,human-geographic territorial entity,location*organization,location,這次與S的放風之旅，選了基本上不會在我們選項內的<東京>。,organization,location,False
GPE,桃園市,human-geographic territorial entity,location*organization,location,女子說，2018年8月30日她到男友位於<桃園市>的住處過夜，當晚兩人發生性行為後就睡著,location,location,True
ORG,台科大,university,organization*location*human,organization,說自己<台科大>考上MIT回台在科技公司月入數十萬會彈鋼琴,organization,organization,True
ORG,台積,business,producer*product*location,X,據《中時新聞網》報導，雖然蔡政府原先也希望張忠謀能在高雄路竹園區設廠，但<台積>,x,X,True
ORG,小米,business,producer*product*location,producer,<小米>雲端設備現在是多使產品連上去要不要想一下,producer,producer,True
GPE,新北市,human-geographic territorial entity,location*organization,location,<新北市>一名人夫婚後將薪水全部交給妻子，就連房產都登記在老婆名下，沒想到妻子竟替他,location,location,True
GPE,泰國,human-geographic territorial entity,location*organization,organization,<泰國>現在就覺得台灣客佔泰國遊客比例狠,organization,organization,True
ORG,鴻海,business,producer*product*location,producer,<鴻海>養出一個競爭對手買走緯創的廠,producer,producer,True
GPE,緬甸,human-geographic territorial entity,location*organization,organization,<緬甸>樞機主教貌波（Charles Maung Bo）在4月2日撰文，痛批中共對疫情不人道和不負責任的處理方式，證明它是世界的威脅。,organization,organization,True
GPE,台中市,human-geographic territorial entity,location*organization,organization,立法院副院長蔡其昌今（19）日接受廣播電台採訪時指<台中市>政空轉，台中市政府隨即嚴,organization,organization,True
GPE,波蘭,human-geographic territorial entity,location*organization,organization,波蘭總統杜達此次訪美動機並不單純，28日<波蘭>將舉行總統大選，杜達將尋求第二任期連,organization,organization,True
GPE,臺北,human-geographic territorial entity,location*organization,organization,昨天<臺北>市長柯文哲特地到這裡來視察,organization,organization,True
ORG,長榮,business,producer*product*location,product,<長榮> BR716 班機，今天早上載著六十多位旅客飛往北京，這是二個多月以來飛台北飛北京,product,product,True
ORG,中國共產黨,political party,organization*human,organization,受<中國共產黨>旗下中國共青團指揮或影響而自發維護其,organization,organization,True
PRODUCT,TikTok,business,producer*product*location,product,目前尚不清楚在美國擁有約1億活躍用戶的<TikTok>會發生什麼。微軟或甲骨文都不被看好是最適合TikTok的買家，因為TikTok的觀眾以年輕人為主，他們喜歡分享短視頻。,product,product,True
ORG,台積,business,producer*product*location,producer,地主的確很過分，但<台積>也沒猛到自己養吊車廠和吊車,producer,producer,True
ORG,國民黨,political party,organization*human,organization,之前就叫你帶<國民黨>本土派出走了.....,organization,organization,True
GPE,桃園,human-geographic territorial entity,location*organization,organization,鄭文燦指出，目前軌道建設從雙北延伸到桃園已經是現在進行式，因為前瞻計畫， 雙北的軌道建設延伸到桃園，當年鐵路地下化因民眾不接受而停擺很久，在他上任後經過歷經多次努力，終於能夠陸續在中壢站完成先導工程，未來桃園、中壢兩地的三鐵共構車站完成後，將形成新的交通樞紐及商業重心；同時，鐵路地下化將消除20個平交道、8個高架橋及8個地下道，對<桃園>市的都市縫合及都市發展有很大的幫助，這些都是需要決策的魄力，也需要穩健的預算，更需要工程單位的協調。,location,organization,False
ORG,美軍,military unit,organization*human,organization,由<美軍>倡導的環太平洋軍演（RIMPAC）將於8月17日展開。針對台灣軍隊是否將受邀參與軍演的問題，台國防部7月28日表示，目前未獲正式通知，但會以循序漸進方式，優先爭取擔任觀察員參與人道救援等課目。,organization,organization,True
ORG,納粹,political party,organization*human,organization,你背一個<納粹>圖案在德國路上走就知道了,organization,organization,True
ORG,清大,university,organization*location*human,organization,<清大>博士生我之前看他是在講股票，之,organization,organization,True
ORG,台大,university,organization*location*human,organization,整，要求<台大>補正，但台大要教育部依台大校長遴選結果儘速發聘書。,organization,organization,True
ORG,大潤發,business,producer*product*location,producer,重點是<大潤發>店員的素質超糟糕的,producer,producer,True
ORG,台積電,business,producer*product*location,producer,野村證券半導體產業分析師鄭明宗於<台積電>法說前精確料到，台積電第二季的展望將不會,producer,producer,True
ORG,華航,business,producer*product*location,producer,這個週五跟<華航>正名的週五是同一個週五嗎？,producer,producer,True
ORG,AIT,organization,organization*location*human,organization,<AIT>邀請台灣政府公部門社群媒體平台的掌門人，,organization,organization,True
GPE,台南市,human-geographic territorial entity,location*organization,location,嗽到<台南市>某診所看診，醫師開立複方甘草合劑錠內含低劑量的鴉片成分所致，台南地院,location,location,True
PRODUCT,Google,business,producer*product*location,producer,<Google>建議使用者變更使用強度夠高的密碼，檢查所使用的電腦系統、瀏覽器及附加套件,producer,product,False
GPE,英國,human-geographic territorial entity,location*organization,organization,樓上，那是滑鐵盧戰爭時羅斯柴爾德家族在<英國>的經典操作哽,organization,location,False
ORG,微博,business,producer*product*location,product,在<微博>沒喊一個中國已經很硬了好嗎,product,product,True
WORK_OF_ART,金曲獎,award,physical*event*human,event,比起金音獎，我相信他們可能會更想要<金曲獎>的獎項,event,physical,False
PRODUCT,Intel,business,producer*product*location,producer,這次<Intel>的製程問題表示美國的半導體業是日薄西山,producer,producer,True
GPE,波蘭,human-geographic territorial entity,location*organization,organization,而<波蘭>灰溜溜的撤兵後，至今未給捷克政府一個正式的回覆。,organization,organization,True
ORG,台彩,business,producer*product*location,product,昨天才跟我兒子說<台彩>只有莊家是賺錢的,product,product,True
ORG,慈濟,organization,organization*location*human,organization,慈濟慈善事業基金會執行長顏博文提及這次疫情對全球影響非常大，提到目前已超過1500萬人確診，未來的局勢很難預測，慈濟秉持戒慎虔誠的心付出，各國慈濟志工在當地投入。顏博文報告慈濟志工在疫情期間的進度，並表示，這次簽約雖然是慈濟慈善事業基金會代表，但各志業都參與到，這次疫情後，<慈濟>將持續了解還能多投入那些工作。,organization,organization,True
ORG,師大,university,organization*location*human,organization,共同推動校園轉型正義，揭露當年台大校長傅斯年及<師大>院長劉真在四六事件裡擔任加害,organization,organization,True
ORG,台彩,business,producer*product*location,product,<台彩>中獎人保密比國軍機密保全還嚴密，到底是誰有問題,product,product,True
ORG,好萊塢,human-geographic territorial entity,location*organization,organization,可是我看<好萊塢>電影都是這樣恥笑牙醫的,organization,organization,True
ORG,國民黨,political party,organization*human,organization,對<國民黨>來說這題就不是撿到槍啊！回答不可能是要被,organization,organization,True
ORG,台鐵,business,producer*product*location,producer,還不如把錢給<台鐵>買區間車來增加班次,producer,producer,True
ORG,台科大,university,organization*location*human,organization,台科大則表示，經過調查，並沒有<台科大>學生到台師大與該生同修一門課，故目前三校選課與上課都照常，校方日前已將全校出入口縮減為2個，明天起連續假期防疫，台科大及三校系統師生同仁都要憑證入校，校外人士洽公請先申請憑相關證明文件始得入校。,organization,organization,True
WORK_OF_ART,聯合報,mass media,organization*information*physical*human,physical,那聯合報算嗎 <聯合報>裡面的轉角國際分析我覺得還可欸,physical,information,False
GPE,德國,human-geographic territorial entity,location*organization,organization,主要是因為物資短缺導致<德國>國內厭戰氣氛,organization,organization,True
ORG,成大,university,organization*location*human,location,在<成大>附近光明街的屈臣氏還有口罩唷！剛剛買完～,location,location,True
GPE,淡水,human-geographic territorial entity,location*organization,organization,如果你對市區沒啥慾望工作也不用去的話，<淡水>很好,organization,location,False
ORG,北捷,business,producer*product*location,producer,<北捷>本業虧錢但是他靠周邊賺到了ㄚXD,producer,producer,True
WORK_OF_ART,諾貝爾文學獎,award,physical*event*human,physical,1.國文教育和得<諾貝爾文學獎>的關聯在哪,physical,physical,True
ORG,星巴克,business,producer*product*location,location,她就請我去她家巷子口的<星巴克>喝東西。,location,location,True
ORG,蘋果,business,producer*product*location,producer,譬如上<蘋果>網站，可以直接訂購蘋果手機，根本不需要太多人力去做面對面直銷，,producer,producer,True
ORG,輔大,university,organization*location*human,location,材比這家多的貴族世家，頂多只有之前在<輔大>吃過的傳品價位雖,location,location,True
ORG,華爾街日報,mass media,organization*information*physical*human,organization,<華爾街日報>報導，由於採檢數量和能力不足，美國實際病例和病故人數絕對更多。麻州阿,organization,organization,True
ORG,解放軍,military unit,organization*human,human,"嗯, 我個人覺得你應該先問一下<解放軍>到底什麼時候來...",human,human,True
ORG,美國在台協會,organization,organization*location*human,organization,外交部、經濟部、外貿協會、<美國在台協會>（AIT）、歐洲經貿辦事處及日本台灣交流協,organization,organization,True
ORG,台積,business,producer*product*location,producer,因為台積啊 本來<台積>要來高雄楠梓漲一波還蓋一波結果台,producer,producer,True
PRODUCT,Google,business,producer*product*location,producer,這次出包的「Google Takeout」是讓用戶下載<Google>相簿內影音和照片的自動化匯出功能,producer,producer,True
ORG,美國在台協會,organization,organization*location*human,organization,心得：現在知道為什麼<美國在台協會>這麼注重高雄了吧。,organization,organization,True
ORG,吉野家,business,producer*product*location,producer,只是依然遲遲沒去<吉野家>吃牛丼與??家來比較看看。,producer,producer,True
ORG,紐約時報,mass media,organization*information*physical*human,organization,《<紐約時報>》週三（6月24日）刊文介紹了，曾自詡是小粉紅的部分留學生的遭遇及心路,organization,organization,True
GPE,臺北市,human-geographic territorial entity,location*organization,location,中正橋引道閃拆迄未畫斑馬線惹民怨- <臺北市>- 自由時報電子報news.ltn.com.tw,location,location,True
ORG,國民黨,political party,organization*human,organization,說實在的 好像<國民黨>支持者非常討厭陳菊帶了很多風向 但又講,organization,organization,True
ORG,納粹,political party,organization*human,X,政黑紅中出藍白共黨第五毛縱隊支<納粹>兩,?,X,False
ORG,國軍,military unit,organization*human,organization,這樣才能導正<國軍>欺上瞞下的歪風,organization,organization,True
WORK_OF_ART,諾貝爾文學獎,award,physical*event*human,X,像是昨天勞動部的減班休息才被笑是<諾貝爾文學獎>，,?,event,False
ORG,台彩,business,producer*product*location,producer,假如我中的話我一定也和<台彩>說我是有,producer,producer,True
ORG,北捷,business,producer*product*location,product,人家幾十年前就把鐵路拆了換<北捷>,product,product,True
ORG,台積,business,producer*product*location,producer,<台積>管理者員工九成以上都是台人 工廠也大多在台灣 技術,producer,producer,True
WORK_OF_ART,中國時報,mass media,organization*information*physical*human,organization,難道你不相信中國時報嗎？難道你認為<中國時報>是舔共屁眼的中共走狗嗎？,organization,organization,True
GPE,南韓,human-geographic territorial entity,location*organization,organization,<南韓>對北韓的經濟跟軍事優勢高出不少,organization,organization,True
GPE,苗栗,human-geographic territorial entity,location*organization,location,小4 都從<苗栗>自己搭莒光去基隆找朋友玩 有時候還區間,location,location,True
WORK_OF_ART,金鐘獎,award,physical*event*human,event,拿過一次<金鐘獎>綜藝節目主持人獎,event,physical,False
ORG,德國之聲,mass media,organization*information*physical*human,organization,民進黨立委、蔡英文競選連任辦公室前發言人林靜儀日前接受外媒<德國之聲>專訪，稱「主,organization,organization,True
WORK_OF_ART,聖經,work of art,information*physical,information,<聖經>中有個邏輯是說要先努力活成神喜歡的樣子、做神喜歡的,information,information,True
GPE,波蘭,human-geographic territorial entity,location*organization,organization,扯到國運的去看十年前<波蘭>總統墜機,organization,organization,True
WORK_OF_ART,毛語錄,work of art,information*physical,information,台灣禁止出口口罩被對岸用<毛語錄>罵民族敗類、武統之類的,information,information,True
GPE,泰國,human-geographic territorial entity,location*organization,location,並從抵達<泰國>的中國人士中確診6名新增感染武漢新型冠狀病毒病例。,location,location,True
WORK_OF_ART,諾貝爾獎,award,physical*event*human,physical,冠狀病毒可以改造成這樣就真的拿<諾貝爾獎>了,physical,physical,True
ORG,三星,business,producer*product*location,producer,真當英特爾死了，台積電跟<三星>的灌水奈米投機取巧還能,producer,producer,True
PRODUCT,勞斯萊斯,business,producer*product*location,product,（中央社記者黃國芳嘉義市6日電）嘉義市中興路昨天晚上發生<勞斯萊斯>汽車與機車擦撞,product,product,True
ORG,日軍,military unit,organization*human,organization,要是<日軍>在中途島海戰順利擊沉美軍的4艘航艦,organization,organization,True
WORK_OF_ART,毛語錄,work of art,information*physical,information,把<毛語錄>的幾個名詞改掉對照現在民進黨的行為~~嘖嘖,information,information,True
ORG,華航,business,producer*product*location,producer,另外台灣也不是只有<華航>阿 還有長榮 星宇阿 台灣人不會因為改名沒飛機搭好嗎,producer,producer,True
GPE,法國,human-geographic territorial entity,location*organization,organization,主席國等等，不過<法國>及英國是例外，因他們在想法仍處雛形階段時就參與討論，因此也,organization,organization,True
GPE,紐約,human-geographic territorial entity,location*organization,organization,美國紐約州州長週一通告<紐約>及新澤西州港務局局長 Rick Cotton 確診，其相關接觸人,organization,organization,True
GPE,新北,human-geographic territorial entity,location*organization,location,侯友宜說知道在<新北>算不算製造恐慌,location,location,True
ORG,高鐵,business,producer*product*location,producer,<高鐵>指出，符合大學生優惠購票資格，購買五月廿七日至六月九日出發的大學生指定優惠,producer,producer,True
ORG,成大,university,organization*location*human,organization,現在原先想再拿核磁共振的影像到<成大>給吳俊良醫師判讀，不過我和其他家人討論覺得應該求診腦神經科才能追根究底治療...,organization,organization,True
PRODUCT,特斯拉,business,producer*product*location,product,你自己買一台<特斯拉>就知道他的組裝品質多潮了,product,product,True
ORG,台積,business,producer*product*location,producer," <台積>不能出貨華為掉營收事小,得罪老共被放到不可靠清單清算才麻煩.",producer,producer,True
GPE,澳洲,human-geographic territorial entity,location*organization,organization,對了<澳洲>政府沒在客氣的，全國出口第二大的產業叫高等教育，2/1當天宣布即刻執行，,organization,organization,True
GPE,英國,human-geographic territorial entity,location*organization,location,加拿大總理辦公室表示，總理夫人索菲亞最近曾前往<英國>演講，返回後出現了輕,location,location,True
ORG,衛報,mass media,organization*information*physical*human,organization,《<衛報>》發表文章，稱科學家們清楚新冠病毒並非是在實驗室裡製造的。他還堅定地認為,organization,organization,True
GPE,新北,human-geographic territorial entity,location*organization,organization,〔記者邱書昱／新北報導〕<新北>市長侯友宜今天到新店碧潭視察武漢肺炎防疫，針對五一,organization,organization,True
GPE,義大利,human-geographic territorial entity,location*organization,organization,確信，您這份愛心，就算不花在<義大利>，也絕對會花在任何一個需要幫助的人身上。,organization,organization,True
GPE,瑞典,human-geographic territorial entity,location*organization,organization,其中，澳洲學校仍開放但多數學生在家自主學習，新加坡每周有一日自主學習，<瑞典>關閉,organization,organization,True
ORG,微信,business,producer*product*location,product,但消費者路徑依賴已經讓支付寶和<微信>支付瓜分天下了，後起者根本搶不到市場,product,product,True
ORG,紐約時報,mass media,organization*information*physical*human,organization,<紐約時報>報導，印第安納州一名法醫想了解一名3月初死亡的男子是否死於新型冠狀病毒,organization,organization,True
ORG,鴻海,business,producer*product*location,producer,鴻海也持續布局口罩生產。先前<鴻海>低調證實，3月中旬鴻海旗下鴻騰六零八八精密（,producer,producer,True
ORG,華爾街日報,mass media,organization*information*physical*human,organization,美國<華爾街日報>在10號訪問了東京奧運組織委員會的高橋治之理事，「若因武漢肺炎的影,organization,organization,True
WORK_OF_ART,自由時報,mass media,organization*information*physical*human,organization,<自由時報>覺得讀者都沒用腦會相信標題阿,organization,organization,True
GPE,澳門,human-geographic territorial entity,location*organization,human,所以<澳門>移民到台灣根本是回家一樣,organization,location,False
ORG,台灣大學,university,organization*location*human,organization,但遲未開放陸生入境，<台灣大學>今天呼籲政府盡速開放陸生返台。,organization,organization,True
ORG,美國之音,mass media,organization*information*physical*human,organization,班奈特與菅原也在信中向<美國之音>的員工表示，即便他們離開美國之音，這些員工也無需,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,（1日），<AIT>向江啟臣、馬文君、呂玉玲、陳以信、溫玉霞等外交及國防委員會提出邀約,organization,organization,True
ORG,微軟,business,producer*product*location,product,<微軟>三不五時爆炸你們還不是在用，有,product,product,True
ORG,德軍,military unit,organization*human,organization,幾乎<德軍>單槍匹馬就快把蘇聯滅了 如果按造最早的預設是先不管美國,organization,organization,True
ORG,衛報,mass media,organization*information*physical*human,organization,另據英國《<衛報>》報導，美國國務卿蓬佩奧本周將訪問英國，香港和中國問,organization,organization,True
GPE,台南,human-geographic territorial entity,location*organization,organization,<台南>市長黃偉哲：「柯市長不但沒有辦法體察南部人的心情，而且還坐在那邊嘲笑人家，,organization,organization,True
WORK_OF_ART,蘋果日報,mass media,organization*information*physical*human,organization,例<蘋果日報>每天都有在報可以去翻翻，不要以為不會,organization,dot,False
ORG,家樂福,business,producer*product*location,producer,<家樂福>平日幾乎都是可以全額折抵停車,producer,producer,True
GPE,瑞士,human-geographic territorial entity,location*organization,organization,"<瑞士>雖然沒加入歐盟,但也有透過協議參與歐洲共同市場和加入申根協議",organization,organization,True
ORG,德國之聲,mass media,organization*information*physical*human,organization,1999年，李登輝接受<德國之聲>中文網訪問時，將兩岸定位為「特殊的國與國關係」，簡稱,organization,organization,True
ORG,護家盟,organization,organization*location*human,organization,苦勞網目前的走向是對<護家盟>發出的恐同聲明予以報導和全文照登，關於本年度同志大遊,organization,organization,True
ORG,吉野家,business,producer*product*location,producer,幾年前在新千歲看到的<吉野家>倒是排隊排到店外,producer,producer,True
ORG,北捷,business,producer*product*location,producer,等，持股比例依初期路網出資比例計算。<北捷>依據大眾捷運法及公司法成立，理應依公司法,producer,producer,True
ORG,清華大學,university,organization*location*human,organization,台灣的<清華大學>則台灣這彈丸之地區區2300萬人裡指考分數連醫科牙醫裡最低分中山牙,organization,organization,True
ORG,德軍,military unit,organization*human,organization,<德軍>無論是裝備妥善率或是訓練現在居然比國軍還垃圾，這一,organization,organization,True
GPE,台南市,human-geographic territorial entity,location*organization,location,〔記者楊金城／台南報導〕 <台南市>柳營區義士路一段底的嘉南大圳第14號橋，今晚傳出,location,location,True
ORG,國民黨,political party,organization*human,organization,500多萬票一定有部分是只希望<國民黨>執政不管候選人的深藍,organization,organization,True
ORG,輔大,university,organization*location*human,organization,沒想到輔大後門、<輔大>醫院後藏了間這麼美的咖啡店！,organization,organization,True
ORG,師大,university,organization*location*human,organization,讀一讀發現聽力不好還是不適合當醫生 就讀<師大>當老師,organization,organization,True
GPE,桃園,human-geographic territorial entity,location*organization,location,和家人是同一天辦理但他戶籍新北我<桃園>，反而他較快,location,location,True
ORG,交大,university,organization*location*human,organization,考不上<交大>的不要在那質疑交大好嗎,organization,organization,True
ORG,台積,business,producer*product*location,producer,台灣的資工系也修了滿多EE的東西，但就是偏向EE的計算機組，像是比較像Firmware的工作，但如果真的要拉電路或是進<台積>做製程的話大部分都還是電機系的天下。,producer,producer,True
ORG,麥當勞,business,producer*product*location,producer,就好像當你把<麥當勞>薯條吃到最後幾根的時候，,producer,producer,True
WORK_OF_ART,水滸傳,work of art,information*physical,information,至於<水滸傳>中的到底是不是好漢呢？,information,information,True
ORG,美國在台協會,organization,organization*location*human,organization,<美國在台協會>處長酈英傑和加拿大駐台代表芮喬丹也到場聆聽。,organization,organization,True
ORG,國民黨,political party,organization*human,organization,相較於民進黨人選呼之欲出，<國民黨>和民眾黨則還沒有確定誰來出征，民眾黨不分區立委,organization,organization,True
GPE,台南,human-geographic territorial entity,location*organization,X,女權假設前提就是<台南>廢才會說什麼同工不同酬,X,X,True
ORG,家樂福,business,producer*product*location,producer,有中獎的國軍會這麼熱愛<家樂福>吧,producer,producer,True
ORG,中華航空,business,producer*product*location,producer,所以不要<中華航空>與中華職棒改名,producer,producer,True
ORG,國軍,military unit,organization*human,organization,是<國軍>擋下一波波攻擊才才覺得老蔣玩真的,organization,organization,True
GPE,臺灣,human-geographic territorial entity,location*organization,location,入籍大陸後，不用主動放棄台灣戶籍，但是兩岸人民關係條例規定，「違反前項規定在大陸地區設有戶籍或領用大陸地區護照者，除經有關機關認有特殊考量必要外，喪失<臺灣>地區人民身分及其在臺灣地區選舉、罷免、創制、複決、擔任軍職、公職及其他以在臺灣地區設有戶籍所衍生相關權利，並由戶政機關註銷其臺灣地區之戶籍登記；但其因臺灣地區人民身分所負之責任及義務，不因而喪失或免除。」,location,location,True
GPE,澳洲,human-geographic territorial entity,location*organization,organization,曾經擔任外交官的自由黨眾議員夏瑪（Dave Sharma）表示，<澳洲>及世界各國都應該調查,organization,organization,True
GPE,新北市,human-geographic territorial entity,location*organization,location,看這次立委選舉結果就知道了，現在北市跟<新北市>選民也越來越綠，,location,location,True
GPE,比利時,human-geographic territorial entity,location*organization,organization,駐歐盟兼駐<比利時>代表處教育組表示，比利時法蘭德斯荷語區在生物醫學、航太科技、奈米科技及神經科學領域創新生態系統發達，台灣不少頂尖之生醫、理工領域學生在荷語區大學深造。,organization,location,False
